group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PitR	A0A1E4B716	unreviewed	Phosphate transport regulator	1660163	Gemmatimonadetes	bacterium	SCN 70-22	205
PitR	A0A1E4K5J7	unreviewed	Pit accessory protein	1660169	Lysobacteraceae	bacterium	SCN 69-320	210
PitR	A0A1E5XUN9	unreviewed	Nuclease PIN	1116389	Devosia	insulae	DS-56	214
PitR	A0A1E7DLN2	unreviewed	Phosphate transport regulator	1714016	Domibacillus	iocasae	NA	205
PitR	A0A1E7ICE1	unreviewed	TIGR00153 family protein	1869308	Desulfuromonadales	bacterium	C00003093	223
PitR	A0A1F1XNG1	unreviewed	Phosphate transport regulator	1581127	Brachybacterium	sp.	HMSC06H03	211
PitR	A0A1F2QBW3	unreviewed	Phosphate transport regulator	1797171	Acidobacteria	bacterium	RBG_13_68_16	191
PitR	A0A1F2WT32	unreviewed	Phosphate transport system regulatory protein PhoU	1797200	Actinobacteria	bacterium	RBG_16_64_13	239
PitR	A0A1F2XU73	unreviewed	Nuclease PIN	1797215	Alphaproteobacteria	bacterium	RBG_16_64_48	214
PitR	A0A1F2Y2B0	unreviewed	Phosphate transport regulator	1797236	Alicyclobacillus	sp.	RIFOXYA1_FULL_53_8	212
PitR	A0A1F3BC06	unreviewed	Phosphate transport regulator	1797286	archaeon	RBG_16_50_20	NA	228
PitR	A0A1F3BMC9	unreviewed	Phosphate transport regulator	1797287	Armatimonadetes	bacterium	RBG_16_58_9	208
PitR	A0A1F3SFB5	unreviewed	Phosphate transport regulator	1797384	Bdellovibrionales	bacterium	GWA2_49_15	208
PitR	A0A1F4KIF4	unreviewed	Phosphate transport regulator	1797566	Burkholderiales	bacterium	RIFCSPLOWO2_12_FULL_61_40	212
PitR	A0A1F4N272	unreviewed	Phosphate transport regulator	1797576	Caldithrix	sp.	RBG_13_44_9	214
PitR	A0A1F6CW93	unreviewed	Phosphate transport regulator	1817868	Handelsmanbacteria	sp.	(strain RIFCSPLOWO2_12_FULL_64_10)	207
PitR	A0A1F8LR33	unreviewed	Phosphate transport regulator	1797619	Chloroflexi	bacterium	RBG_13_46_9	208
PitR	A0A1F9ADR3	unreviewed	Phosphate transport regulator	1797829	Deltaproteobacteria	bacterium	RBG_13_52_11	208
PitR	A0A1F9N740	unreviewed	Phosphate transport regulator	1797910	Desulfobacula	sp.	GWF2_41_7	208
PitR	A0A1F9Q0Q3	unreviewed	Phosphate transport regulator	1797915	Desulfovibrionales	bacterium	GWA2_65_9	209
PitR	A0A1F9QY31	unreviewed	Phosphate transport regulator	1797926	Elusimicrobia	bacterium	GWA2_66_18	208
PitR	A0A1F9YS43	unreviewed	Phosphate transport regulator	1797979	Euryarchaeota	archaeon	RBG_16_62_10	209
PitR	A0A1G0B3F6	unreviewed	Phosphate transport regulator	1798015	Flavobacteria	bacterium	RIFCSPLOWO2_12_FULL_31_7	214
PitR	A0A1G0LBD6	unreviewed	Phosphate transport regulator	1798314	Geobacteraceae	bacterium	GWB2_52_12	206
PitR	A0A1G0NPX6	unreviewed	Phosphate transport regulator	1798420	Ignavibacteria	bacterium	GWA2_54_16	215
PitR	A0A1G0WZA6	unreviewed	TIGR00153 family protein	1798568	Legionellales	bacterium	RIFCSPHIGHO2_12_FULL_37_14	223
PitR	A0A1G0XEX5	unreviewed	TIGR00153 family protein	1798572	Lentisphaerae	bacterium	GWF2_45_14	214
PitR	A0A1G1GQ11	unreviewed	Phosphate transport regulator	1801704	Nitrospirae	bacterium	RBG_13_41_22	205
PitR	A0A1G3H1N9	unreviewed	Phosphate transport regulator	1802017	Rhodocyclales	bacterium	GWA2_65_20	212
PitR	A0A1G3IU99	unreviewed	Phosphate transport regulator	1802023	Rhodospirillales	bacterium	RIFCSPLOWO2_12_FULL_67_15	213
PitR	A0A1G3VFH3	unreviewed	Phosphate transport regulator	1802290	Syntrophobacterales	bacterium	RIFOXYC2_FULL_60_23	204
PitR	A0A1G3WK88	unreviewed	Phosphate transport regulator	1802354	Tenericutes	bacterium	GWF2_57_13	207
PitR	A0A1G3ZKK1	unreviewed	TIGR00153 family protein	1802433	Verrucomicrobia	bacterium	RIFCSPHIGHO2_12_FULL_41_10	225
PitR	A0A1G4G6J4	unreviewed	Putative pit accessory protein	1642646	Petrimonas	mucosa	NA	215
PitR	A0A1G5QS09	unreviewed	TIGR00153 family protein	415747	Thiohalomonas	denitrificans	NA	226
PitR	A0A1G5S5Q4	unreviewed	TIGR00153 family protein	1120920	Acidaminobacter	hydrogenoformans	DSM 2784	211
PitR	A0A1G5VPA4	unreviewed	Phosphate transport system protein	209880	Allisonella	histaminiformans	NA	205
PitR	A0A1G6D3B3	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	617002	Desulfonatronum	thiosulfatophilum	NA	225
PitR	A0A1G6HJ72	unreviewed	Phosphate transport regulator	1814289	Sanguibacter	gelidistatuariae	NA	242
PitR	A0A1G6HRN5	unreviewed	DUF47 family protein	604330	Parafannyhessea	umbonata	NA	207
PitR	A0A1G6KQ22	unreviewed	TIGR00153 family protein	28234	Geotoga	petraea	NA	214
PitR	A0A1G6NYS3	unreviewed	Phosphate transport regulator	1640674	Williamwhitmania	taraxaci	NA	216
PitR	A0A1G6WYW4	unreviewed	TIGR00153 family protein	2741	Peptococcus	niger	NA	223
PitR	A0A1G6Y283	unreviewed	TIGR00153 family protein	58114	Glycomyces	harbinensis	NA	209
PitR	A0A1G7AEW2	unreviewed	Phosphate transport regulator	1657	Actinobaculum	suis	NA	208
PitR	A0A1G7AYH8	unreviewed	Phosphate transport regulator	1071918	Riemerella	columbipharyngis	NA	212
PitR	A0A1G7D7U6	unreviewed	DUF47 domain-containing protein	426756	Bhargavaea	beijingensis	NA	206
PitR	A0A1G7ISF4	unreviewed	Phosphate transport regulator	392734	Terriglobus	roseus	NA	207
PitR	A0A1G7LR92	unreviewed	Phosphate transport regulator	1123285	Sporolituus	thermophilus	DSM 23256	208
PitR	A0A1G8BV72	unreviewed	Phosphate transport regulator	83767	Propionivibrio	dicarboxylicus	NA	207
PitR	A0A1G9LIT9	unreviewed	TIGR00153 family protein	321763	Halarsenatibacter	silvermanii	NA	217
PitR	A0A1G9RMR2	unreviewed	Phosphate transport regulator	146817	Dendrosporobacter	quercicolus	NA	208
PitR	A0A1G9UKF7	unreviewed	DUF47 domain-containing protein	332524	Actinomyces	ruminicola	NA	210
PitR	A0A1G9W1T2	unreviewed	DUF47 family protein	996166	Haloarchaeobius	iranensis	NA	224
PitR	A0A1G9YZR7	unreviewed	TIGR00153 family protein	258515	Acetanaerobacterium	elongatum	NA	207
PitR	A0A1H0J7X2	unreviewed	TIGR00153 family protein	91360	Desulforhopalus	singaporensis	NA	228
PitR	A0A1H1LXQ8	unreviewed	Phosphate transport regulator	117157	Actinopolymorpha	singaporensis	NA	205
PitR	A0A1H3ICK6	unreviewed	Phosphate transport regulator	1882753	Thermoactinomyces	sp.	DSM 45892	207
PitR	A0A1H3K6G3	unreviewed	Phosphate transport system protein	159292	Tindallia	californiensis	NA	217
PitR	A0A1H3X3H6	unreviewed	Phosphate transport regulator	208480	Bowdeniella	nasicola	NA	206
PitR	A0A1H4CLW3	unreviewed	TIGR00153 family protein	37625	Desulfuromusa	kysingii	NA	217
PitR	A0A1H4VIJ2	unreviewed	Nuclease PIN	1882748	Beijerinckia	sp.	28-YEA-48	214
PitR	A0A1H5B8X3	unreviewed	DUF47 domain-containing protein	648782	Ruania	alba	NA	213
PitR	A0A1H6FXZ0	unreviewed	TIGR00153 family protein	29539	Thermoleophilum	album	NA	209
PitR	A0A1H6INZ1	unreviewed	Phosphate transport system protein	1267564	Halopenitus	malekzadehii	NA	241
PitR	A0A1H6XEU1	unreviewed	Phosphate transport regulator	703342	Myroides	marinus	NA	223
PitR	A0A1H7MFG9	unreviewed	TIGR00153 family protein	1396821	Ectothiorhodospira	marina	NA	226
PitR	A0A1H8B350	unreviewed	Phosphate transport regulator	474960	Hydrogenoanaerobacterium	saccharovorans	NA	207
PitR	A0A1H8BI65	unreviewed	TIGR00153 family protein	1173111	Lihuaxuella	thermophila	NA	203
PitR	A0A1H8EF55	unreviewed	TIGR00153 family protein	1855330	Megamonas	sp.	Calf98-2	211
PitR	A0A1H8FS33	unreviewed	Phosphate transport regulator	1121117	Brachymonas	denitrificans	DSM 15123	215
PitR	A0A1H8H6V1	unreviewed	DUF47 family protein	1367881	Halorientalis	persicus	NA	232
PitR	A0A1H9D6K9	unreviewed	DUF47 domain-containing protein	1036181	Microlunatus	flavus	NA	204
PitR	A0A1H9NJ49	unreviewed	Nuclease PIN	1855383	Faunimonas	pinastri	NA	212
PitR	A0A1I0LPZ7	unreviewed	DUF47 family protein	568860	Nonomuraea	wenchangensis	NA	207
PitR	A0A1I0PQ42	unreviewed	Phosphate transport system protein	1855400	Ruminococcaceae	bacterium	KH2T8	207
PitR	A0A1I1IRD3	unreviewed	TIGR00153 family protein	1122252	Marinospirillum	celere	NA	226
PitR	A0A1I1KZX0	unreviewed	TIGR00153 family protein	402385	Kushneria	avicenniae	NA	226
PitR	A0A1I1QRP7	unreviewed	Phosphate transport regulator	1884367	Chitinophaga	sp.	CF118	235
PitR	A0A1I1YVC5	unreviewed	Phosphate transport regulator	54	Nannocystis	exedens	NA	212
PitR	A0A1I2LYR2	unreviewed	TIGR00153 family protein	1045558	Neptunomonas	qingdaonensis	NA	251
PitR	A0A1I2PEZ9	unreviewed	Phosphate transport regulator	201973	Planifilum	fulgidum	NA	206
PitR	A0A1I2TI64	unreviewed	Phosphate transport regulator	1121424	Desulfotruncus	arcticus	DSM 17038	204
PitR	A0A1I4QQF1	unreviewed	Nuclease PIN	1166257	Pleomorphomonas	diazotrophica	NA	213
PitR	A0A1I4QXC2	unreviewed	TIGR00153 family protein	39841	Thermodesulforhabdus	norvegica	NA	208
PitR	A0A1I4VJB9	unreviewed	Phosphate transport regulator	684065	Algoriella	xinjiangensis	NA	214
PitR	A0A1I5D7I0	unreviewed	DUF47 domain-containing protein	1527	Anaerocolumna	aminovalerica	NA	207
PitR	A0A1I5TVZ6	unreviewed	Phosphate transport regulator	1523247	Geodermatophilus	dictyosporus	NA	229
PitR	A0A1I5WSV7	unreviewed	TIGR00153 family protein	937334	Caldicoprobacter	faecalis	NA	207
PitR	A0A1I5YJB8	unreviewed	Phosphate transport regulator	1465490	Parafilimonas	terrae	NA	215
PitR	A0A1I6RJG5	unreviewed	TIGR00153 family protein	593133	Lutibacter	maritimus	NA	216
PitR	A0A1I7HWX5	unreviewed	DUF47 domain-containing protein	155865	Eubacterium	pyruvativorans	NA	205
PitR	A0A1I7ND89	unreviewed	Phosphate transport regulator	1393122	Thermoflavifilum	thermophilum	NA	215
PitR	A0A1J0KU83	unreviewed	PhoU domain protein	1542390	Francisella	frigiditurris	NA	217
PitR	A0A1J4YGH5	unreviewed	TIGR00153 family protein	1805427	Zetaproteobacteria	bacterium	CG1_02_53_45	142
PitR	A0A1J5RIC8	unreviewed	Putative pit accessory protein	410659	mine	drainage	metagenome	214
PitR	A0A1L6MXK4	unreviewed	Phosphate transport regulator	1882918	Pajaroellobacter	abortibovis	NA	213
PitR	A0A1L6TEI7	unreviewed	Phosphate transport regulator	1238	Piscirickettsia	salmonis	NA	225
PitR	A0A1L7AFX4	unreviewed	Nuclease PIN	257708	Roseomonas	gilardii	NA	218
PitR	A0A1L7BDD3	unreviewed	PhoU family transcriptional regulator	1462747	Thermosipho	sp.	1063	223
PitR	A0A1L8CKV5	unreviewed	TIGR00153 family protein	1921010	Mariprofundus	micogutta	NA	226
PitR	A0A1L8CTL4	unreviewed	Phosphate transport regulator	870242	Carboxydothermus	pertinax	NA	208
PitR	A0A1L9AX40	unreviewed	Phosphate transport regulator	83449	Cystobacter	ferrugineus	NA	208
PitR	A0A1M3BIT1	unreviewed	Phosphate transport regulator	1895833	Solirubrobacterales	bacterium	70-9	209
PitR	A0A1M3CP20	unreviewed	Phosphate transport regulator	1895743	Chlamydiales	bacterium	38-26	207
PitR	A0A1M4M5U9	unreviewed	UPF0111 protein	1889883	Proteiniborus	sp.	DW1	207
PitR	A0A1M4SRV5	unreviewed	Phosphate transport regulator	1123369	Thermoanaerobacter	uzonensis	DSM 18761	210
PitR	A0A1M4TPW6	unreviewed	Phosphate transport regulator	1121256	Caldanaerobius	fijiensis	DSM 17918	204
PitR	A0A1M4TXC3	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	1122155	Lactonifactor	longoviformis	DSM 17459	207
PitR	A0A1M4U1R3	unreviewed	Phosphate transport regulator	1121429	Desulforamulus	putei	DSM 12395	204
PitR	A0A1M4UHN6	unreviewed	TIGR00153 family protein	1121391	Desulfacinum	infernum	DSM 9756	222
PitR	A0A1M4UQ10	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	1120975	Alkalibacter	saccharofermentans	DSM 14828	210
PitR	A0A1M4VQZ0	unreviewed	Phosphate transport regulator	112248	Seinonella	peptonophila	NA	206
PitR	A0A1M4X449	unreviewed	Phosphate transport regulator	1121425	Desulfofundulus	australicus	DSM 11792	204
PitR	A0A1M5MCQ8	unreviewed	Phosphate transport regulator	1206085	Jatrophihabitans	endophyticus	NA	205
PitR	A0A1M5MLL5	unreviewed	Phosphate transport regulator	1123382	Thermosyntropha	lipolytica	DSM 11003	210
PitR	A0A1M5QHY7	unreviewed	TIGR00153 family protein	1437360	Bradyrhizobium	erythrophlei	NA	248
PitR	A0A1M5T2K9	unreviewed	TIGR00153 family protein	1121409	Desulfofustis	glycolicus	DSM 9705	228
PitR	A0A1M5WA25	unreviewed	Phosphate transport regulator	1123282	Sporobacter	termitidis	DSM 10068	207
PitR	A0A1M5ZFD8	unreviewed	TIGR00153 family protein	299255	Ferrimonas	marina	NA	225
PitR	A0A1M6EVG4	unreviewed	TIGR00153 family protein	1122934	Parasporobacterium	paucivorans	DSM 15970	207
PitR	A0A1M6GYY9	unreviewed	Phosphate transport regulator	1118202	Cruoricaptor	ignavus	NA	222
PitR	A0A1M6LY87	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	1121476	Dethiosulfatibacter	aminovorans	DSM 17477	207
PitR	A0A1M6RCC0	unreviewed	Phosphate transport system protein	1120989	Anaerobranca	californiensis	DSM 14826	216
PitR	A0A1M6SCU2	unreviewed	TIGR00153 family protein	1121393	Desulfatibacillum	alkenivorans	DSM 16219	222
PitR	A0A1M7IQR5	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	447595	Caldanaerovirga	acetigignens	NA	208
PitR	A0A1N5T0A7	unreviewed	Phosphate transport regulator PhoU family protein	1673428	Cuniculiplasma	divulgatum	NA	226
PitR	A0A1N6SYY2	unreviewed	Phosphate transport regulator	34027	Aromatoleum	tolulyticum	NA	212
PitR	A0A1Q4DBQ7	unreviewed	Nuclease PIN	1895814	Rhizobiales	bacterium	64-17	214
PitR	A0A1Q5PYW8	unreviewed	Phosphate transport regulator	52770	Buchananella	hordeovulneris	NA	209
PitR	A0A1Q6E4I2	unreviewed	Phosphate transport regulator	1897000	Eggerthella	sp.	51_9	215
PitR	A0A1Q6T0H1	unreviewed	Phosphate transport regulator	1896965	Acetobacter	sp.	46_36	219
PitR	A0A1Q6Z2Y5	unreviewed	Phosphate transport regulator	1805233	Ktedonobacter	sp.	13_2_20CM_53_11	212
PitR	A0A1Q7LNQ9	unreviewed	DUF47 family protein	1805098	Crenarchaeota	archaeon	13_1_40CM_3_53_5	223
PitR	A0A1Q8CKP4	unreviewed	Phosphate transport regulator	1912961	Actinophytocola	xanthii	NA	206
PitR	A0A1Q9JIT4	unreviewed	Uncharacterized protein	2652292	Hornefia	porci	NA	211
PitR	A0A1Q9MQT2	unreviewed	Phosphate transport regulator	1849166	Promethearchaeota	archaeon	(strain CR_4)	218
PitR	A0A1Q9NWQ0	unreviewed	DUF47 family protein	1841597	Heimdallarchaeota	archaeon	(strain LC_2)	224
PitR	A0A1R1LKE6	unreviewed	TIGR00153 family protein	1897630	Motiliproteus	sp.	MSK22-1	226
PitR	A0A1S1V9U1	unreviewed	Putative pit accessory protein	39480	Andreesenia	angusta	NA	209
PitR	A0A1S8AX54	unreviewed	Phosphate transport regulator	301967	Natrinema	saccharevitans	NA	230
PitR	A0A1T1HB62	unreviewed	TIGR00153 family protein	966	Oceanospirillum	linum	NA	224
PitR	A0A1T4NWG8	unreviewed	TIGR00153 family protein	1121270	Carboxydocella	sporoproducens	DSM 16521	208
PitR	A0A1T4R7I7	unreviewed	TIGR00153 family protein	1122188	Lysobacter	spongiicola	DSM 21749	225
PitR	A0A1T4VDG6	unreviewed	TIGR00153 family protein	1121442	Desulfobaculum	bizertense	DSM 18034	222
PitR	A0A1T4X1M8	unreviewed	Phosphate transport regulator	1121449	Paucidesulfovibrio	gracilis	DSM 16080	224
PitR	A0A1T4YMJ9	unreviewed	TIGR00153 family protein	48467	Prosthecobacter	debontii	NA	226
PitR	A0A1T4YYU0	unreviewed	Phosphate transport regulator	1736691	Aeromicrobium	choanae	NA	205
PitR	A0A1T5ABA7	unreviewed	TIGR00153 family protein	1037355	Parabacteroides	chartae	NA	216
PitR	A0A1T5DSS3	unreviewed	Phosphate transport regulator	619805	Soonwooa	buanensis	NA	212
PitR	A0A1T5GGT1	unreviewed	Phosphate transport regulator	1513896	Sphingobacterium	nematocida	NA	215
PitR	A0A1U9KLU8	unreviewed	Uncharacterized protein	320497	Neoasaia	chiangmaiensis	NA	220
PitR	A0A1V2H313	unreviewed	Nuclease PIN	1817963	Pseudoroseomonas	deserti	NA	214
PitR	A0A1V2NTE7	unreviewed	Phosphate transport regulator	1933817	Kribbella	sp.	ALI-6-A	210
PitR	A0A1V3RG63	unreviewed	Phosphate transport regulator	1945863	Algoriphagus	sp.	A40	215
PitR	A0A1V4QVZ8	unreviewed	Phosphate transport regulator	1956161	Planctomycetales	bacterium	4484_113	211
PitR	A0A1V4S3B5	unreviewed	TIGR00153 family protein	1956167	Desulfobacteraceae	bacterium	4484_190.1	209
PitR	A0A1V4SLZ5	unreviewed	Putative pit accessory protein	48256	Ruminiclostridium	hungatei	NA	207
PitR	A0A1V4TQU7	unreviewed	Pit accessory protein	1811680	Methanoregula	sp.	PtaB.Bin085	217
PitR	A0A1V4U011	unreviewed	PhoU domain protein	1811721	Methanoregulaceae	archaeon	PtaB.Bin056	216
PitR	A0A1V4VHV8	unreviewed	Putative pit accessory protein	1811693	Pelotomaculum	sp.	PtaB.Bin104	204
PitR	A0A1V4XR36	unreviewed	Putative pit accessory protein	1811716	Syntrophaceae	bacterium	PtaB.Bin038	206
PitR	A0A1V4Z7A6	unreviewed	TIGR00153 family protein	1811677	Methanocella	sp.	PtaU1.Bin125	229
PitR	A0A1V5KKJ6	unreviewed	Putative pit accessory protein	1852894	Firmicutes	bacterium	ADurb.Bin467	207
PitR	A0A1W1ZD52	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	1122930	Papillibacter	cinnamivorans	DSM 12816	207
PitR	A0A1W1ZNP0	unreviewed	Phosphate transport regulator	1434700	Moheibacter	sediminis	NA	214
PitR	A0A1W6JX76	unreviewed	Phosphate transport regulator	282676	Acidianus	manzaensis	NA	219
PitR	A0A1W6ZRC1	unreviewed	Nuclease PIN	1235591	Pseudorhodoplanes	sinuspersici	NA	213
PitR	A0A1W9PRY3	unreviewed	Phosphate transport regulator	1968532	Anaerolinea	sp.	4484_236	210
PitR	A0A1W9Q0H0	unreviewed	TIGR00153 family protein	1968522	Desulfococcus	sp.	4484_241	222
PitR	A0A1W9USA3	unreviewed	Phosphate transport regulator	1971623	Anaerolineaceae	bacterium	4572_32.1	208
PitR	A0A1X2G1S2	unreviewed	Phosphate transport regulator	1930849	Thermoanaerobacterium	sp.	PSU-2	204
PitR	A0A1X7AIL1	unreviewed	TIGR00153 family protein	1960125	Parendozoicomonas	haliclonae	NA	226
PitR	A0A1Y0EP72	unreviewed	Phosphate transport regulator	1082851	Comamonas	serinivorans	NA	215
PitR	A0A1Y0FZP5	unreviewed	TIGR00153 family protein	1987723	Cellvibrio	sp.	PSBB006	226
PitR	A0A1Y0IGS3	unreviewed	Phosphate transport regulator	1903704	Tumebacillus	avium	NA	238
PitR	A0A1Y3QS49	unreviewed	Phosphate transport regulator	1861638	Paenibacillaceae	bacterium	ZCTH02-B3	190
PitR	A0A1Y3T335	unreviewed	Phosphate transport regulator	1965659	Blautia	sp.	An81	207
PitR	A0A1Y3TF12	unreviewed	Phosphate transport regulator	1965654	Lachnoclostridium	sp.	An76	207
PitR	A0A1Y3W2X3	unreviewed	Phosphate transport regulator	1965647	Drancourtella	sp.	An57	207
PitR	A0A1Y4C935	unreviewed	Phosphate transport regulator	1965623	Muribaculum	sp.	An287	212
PitR	A0A1Y4GEG3	unreviewed	Phosphate transport regulator	1965591	Cloacibacillus	sp.	An23	207
PitR	A0A1Y4HYH9	unreviewed	Phosphate transport regulator	1965587	Anaeromassilibacillus	sp.	An200	207
PitR	A0A1Y4LBJ5	unreviewed	Phosphate transport regulator	501571	Butyricicoccus	pullicaecorum	NA	199
PitR	A0A1Y4T8H6	unreviewed	Phosphate transport regulator	1965551	Faecalibacterium	sp.	An122	208
PitR	A0A1Y5HSR8	unreviewed	TIGR00153 family protein	1856298	'Osedax'	symbiont	bacterium Rs2_46_30_T18	226
PitR	A0A1Y6CSQ7	unreviewed	DUF47 family protein	1760988	Methylomagnum	ishizawai	NA	210
PitR	A0A1Z5SHW5	unreviewed	Phosphate transport regulator	1985173	Chitinophagaceae	bacterium	IBVUCB1	212
PitR	A0A208XVQ6	unreviewed	Phosphate transport regulator	2008675	Pigmentiphaga	sp.	NML080357	208
PitR	A0A212QP98	unreviewed	DUF47 family protein	1074	Rhodoblastus	acidophilus	NA	214
PitR	A0A218PRC6	unreviewed	Phosphate transport regulator-like protein	113574	Hyphomicrobium	sp.	GJ21	214
PitR	A0A221STM0	unreviewed	Phosphate transport regulator	317577	Deinococcus	ficus	NA	213
PitR	A0A223ZI22	unreviewed	TIGR00153 family protein	2017966	Methanothermobacter	sp.	EMTCatA1	217
PitR	A0A224WYG5	unreviewed	Phosphate transport regulator	2025039	Lactococcus	reticulitermitis	NA	207
PitR	A0A239HS15	unreviewed	TIGR00153 family protein	134959	Actinomadura	mexicana	NA	219
PitR	A0A239QUA0	unreviewed	Phosphate transport regulator	1945888	Ruaniaceae	bacterium	KH17	206
PitR	A0A246JU20	unreviewed	Phosphate transport regulator	173675	Sphingopyxis	witflariensis	NA	353
PitR	A0A250INF9	unreviewed	Phosphate transport regulator	1294270	Melittangium	boletus	DSM 14713	208
PitR	A0A255RUG7	unreviewed	DUF47 domain-containing protein	1763509	Lachnotalea	glycerini	NA	204
PitR	A0A256XDD6	unreviewed	Phosphate transport regulator	2012533	Thermoprotei	archaeon	ex4572_64	221
PitR	A0A256XJE0	unreviewed	DUF47 family protein	2012527	Thermofilum	sp.	(strain ex4484_79)	140
PitR	A0A256Y9X9	unreviewed	Phosphate transport regulator	2012521	Desulfurococcales	archaeon	ex4484_58	221
PitR	A0A257ALE5	unreviewed	TIGR00153 family protein	2011131	ANME-1	cluster	archaeon ex4572_4	245
PitR	A0A257M473	unreviewed	Pit accessory protein	2015575	Verrucomicrobiales	bacterium	VVV1	208
PitR	A0A257VUE9	unreviewed	Phosphate transport regulator	1970571	Acidobacteriia	bacterium	12-62-4	137
PitR	A0A258N5U5	unreviewed	Phosphate transport regulator	1970312	Acidovorax	sp.	35-64-16	649
PitR	A0A258NQB8	unreviewed	Phosphate transport regulator	1970418	Polaromonas	sp.	35-63-35	651
PitR	A0A292YJD8	unreviewed	Phosphate transport regulator	1348429	Effusibacillus	lacus	NA	203
PitR	A0A2A2AEF2	unreviewed	Phosphate transport regulator	2029117	Vandammella	animalimorsus	NA	216
PitR	A0A2A2K209	unreviewed	DUF47 domain-containing protein	2018661	Diploscapter	pachys	NA	259
